package_id,user_id,start_date,end_date
105,23157,2024-10-23,2024-11-22
71,17136,2025-01-04,2026-01-04
71,8516,2024-11-09,2025-05-09
71,176,2024-12-01,2025-12-01
108,22858,2024-12-12,2024-12-18
71,7919,2025-01-06,2025-07-06
42,7357,2025-02-10,2025-12-31
42,7153,2025-02-10,2025-12-31
42,7482,2025-02-10,2025-12-31
42,7324,2025-02-10,2025-12-31
42,4162,2025-02-10,2025-12-31
42,7408,2025-02-10,2025-12-31
25,17195,2023-05-15,2023-11-15
71,16991,2023-05-27,2025-05-27
25,14243,2023-05-15,2024-05-15
27,7389,2021-10-20,2022-04-20
72,17229,2023-05-18,2023-06-17
71,15868,2024-02-19,2025-02-19
71,10712,2023-01-11,2024-01-11
41,17253,2023-05-22,2023-06-21
42,7389,2025-02-10,2025-12-31
72,17280,2023-05-23,2023-06-22
41,4236,2022-02-22,2022-04-10
41,4275,2022-02-22,2022-04-10
41,4277,2022-02-22,2022-04-10
41,4226,2022-02-22,2022-04-10
41,4268,2022-02-22,2022-04-10
41,4267,2022-02-22,2022-04-10
41,4229,2022-02-22,2022-04-10
41,9733,2022-02-22,2022-04-10
41,4247,2022-02-22,2022-04-10
41,9488,2022-02-22,2022-04-10
41,4235,2022-02-22,2022-04-10
41,10816,2022-02-22,2022-04-10
41,4353,2022-02-22,2022-04-10
41,4260,2022-02-22,2022-04-10
41,4278,2022-02-22,2022-04-10
41,640,2022-02-22,2022-04-10
41,4246,2022-02-22,2022-04-10
41,4312,2022-02-22,2022-04-10
41,4310,2022-02-22,2022-04-10
41,4295,2022-02-22,2022-04-10
41,4283,2022-02-22,2022-04-10
41,4349,2022-02-22,2022-04-10
41,4299,2022-02-22,2022-04-10
41,4321,2022-02-22,2022-04-10
41,4311,2022-02-22,2022-04-10
41,4332,2022-02-22,2022-04-10
41,4333,2022-02-22,2022-04-10
41,4334,2022-02-22,2022-04-10
41,4354,2022-02-22,2022-04-10
41,4357,2022-02-22,2022-04-10
41,3061,2022-02-22,2022-04-10
41,4339,2022-02-22,2022-04-10
41,4318,2022-02-22,2022-04-10
41,4369,2022-02-22,2022-04-10
41,4337,2022-02-22,2022-04-10
41,4355,2022-02-22,2022-04-10
41,4359,2022-02-22,2022-04-10
41,4361,2022-02-22,2022-04-10
41,4331,2022-02-22,2022-04-10
41,4370,2022-02-22,2022-04-10
41,4327,2022-02-22,2022-04-10
41,4405,2022-02-22,2022-04-10
41,4376,2022-02-22,2022-04-10
41,4377,2022-02-22,2022-04-10
41,4391,2022-02-22,2022-04-10
41,4378,2022-02-22,2022-04-10
41,9490,2022-02-22,2022-04-10
41,4394,2022-02-22,2022-04-10
41,4375,2022-02-22,2022-04-10
41,9199,2022-02-22,2022-04-10
41,4399,2022-02-22,2022-04-10
41,4406,2022-02-22,2022-04-10
41,4414,2022-02-22,2022-04-10
41,4417,2022-02-22,2022-04-10
71,15052,2023-05-23,2023-11-23
41,4426,2022-02-22,2022-04-10
41,815,2022-02-22,2022-04-10
41,821,2022-02-22,2022-04-10
41,4450,2022-02-22,2022-04-10
41,4438,2022-02-22,2022-04-10
41,4452,2022-02-22,2022-04-10
41,4428,2022-02-22,2022-04-10
41,4453,2022-02-22,2022-04-10
41,4424,2022-02-22,2022-04-10
41,4473,2022-02-22,2022-04-10
41,4490,2022-02-22,2022-04-10
41,802,2022-02-22,2022-04-10
41,4434,2022-02-22,2022-04-10
41,4464,2022-02-22,2022-04-10
41,4451,2022-02-22,2022-04-10
41,4495,2022-02-22,2022-04-10
41,4496,2022-02-22,2022-04-10
41,4505,2022-02-22,2022-04-10
41,3126,2022-02-22,2022-04-10
41,9624,2022-02-22,2022-04-10
41,3080,2022-02-22,2022-04-10
41,3109,2022-02-22,2022-04-10
41,3089,2022-02-22,2022-04-10
41,3104,2022-02-22,2022-04-10
41,3090,2022-02-22,2022-04-10
41,3101,2022-02-22,2022-04-10
41,3103,2022-02-22,2022-04-10
41,3105,2022-02-22,2022-04-10
41,4513,2022-02-22,2022-04-10
41,3068,2022-02-22,2022-04-10
41,3123,2022-02-22,2022-04-10
41,3128,2022-02-22,2022-04-10
41,3119,2022-02-22,2022-04-10
41,3133,2022-02-22,2022-04-10
41,3145,2022-02-22,2022-04-10
41,4518,2022-02-22,2022-04-10
41,9493,2022-02-22,2022-04-10
41,3155,2022-02-22,2022-04-10
41,4517,2022-02-22,2022-04-10
41,3157,2022-02-22,2022-04-10
41,3158,2022-02-22,2022-04-10
41,3159,2022-02-22,2022-04-10
41,9740,2022-02-22,2022-04-10
41,3192,2022-02-22,2022-04-10
41,4258,2022-02-22,2022-04-10
41,3200,2022-02-22,2022-04-10
41,3201,2022-02-22,2022-04-10
41,3197,2022-02-22,2022-04-10
41,10496,2022-02-22,2022-04-10
41,3196,2022-02-22,2022-04-10
41,10642,2022-02-22,2022-04-10
71,16239,2023-04-19,2024-10-19
41,4231,2022-02-22,2022-04-10
81,14911,2023-05-24,2023-11-24
72,17298,2023-05-24,2023-06-23
81,4412,2025-02-13,2025-08-13
71,6700,2024-06-02,2025-01-02
48,10716,2021-11-12,2021-12-12
71,17344,2023-05-28,2024-05-28
24,17365,2023-05-30,2024-05-30
71,16429,2023-07-24,2024-01-24
71,17373,2023-05-31,2023-12-01
71,15735,2023-08-27,2023-12-01
71,17345,2023-05-27,2023-06-27
71,16199,2023-03-19,2023-09-19
71,17207,2023-06-01,2024-06-01
71,17119,2023-06-01,2023-12-01
71,8629,2025-02-03,2026-02-03
71,17396,2023-06-02,2023-12-02
71,16760,2023-04-25,2023-10-25
41,9839,2022-02-22,2022-04-10
81,10994,2023-06-04,2023-12-04
72,17419,2023-06-05,2023-07-05
41,4256,2022-02-22,2022-04-10
71,12562,2023-12-29,2024-06-29
25,11581,2023-05-17,2024-05-17
81,4111,2023-05-30,2023-11-30
71,4634,2023-05-30,2023-11-30
71,5559,2024-07-26,2025-01-26
41,3499,2022-02-22,2022-04-10
24,16523,2023-05-18,2023-11-18
41,3729,2021-09-16,2021-11-16
81,3907,2024-11-24,2025-05-24
24,16581,2024-05-21,2024-11-21
41,3591,2022-02-22,2022-10-22
81,9914,2023-05-20,2023-11-20
71,17811,2024-09-26,2025-03-26
71,10206,2024-06-19,2024-12-19
41,3385,2022-02-22,2022-04-10
41,3381,2022-02-22,2022-04-10
41,3395,2022-02-22,2022-04-10
41,3392,2022-02-22,2022-04-10
41,3414,2022-02-22,2022-04-10
41,3386,2022-02-22,2022-04-10
41,4563,2022-02-22,2022-04-10
41,3389,2022-02-22,2022-04-10
41,3425,2022-02-22,2022-04-10
41,3428,2022-02-22,2022-04-10
41,4564,2022-02-22,2022-04-10
41,9631,2022-02-22,2022-04-10
41,3445,2022-02-22,2022-04-10
41,4566,2022-02-22,2022-04-10
41,3437,2022-02-22,2022-04-10
41,3440,2022-02-22,2022-04-10
41,3432,2022-02-22,2022-04-10
41,8911,2022-02-22,2022-04-10
41,3430,2022-02-22,2022-04-10
41,4575,2022-02-22,2022-04-10
41,3549,2022-02-22,2022-04-10
41,3486,2022-02-22,2022-04-10
41,4580,2022-02-22,2022-04-10
41,4579,2022-02-22,2022-04-10
41,3463,2022-02-22,2022-04-10
package_id,user_id,start_date,end_date
41,3492,2022-02-22,2022-04-10
41,3489,2022-02-22,2022-04-10
41,3469,2022-02-22,2022-04-10
41,3504,2022-02-22,2022-04-10
41,3477,2022-02-22,2022-04-10
41,3470,2022-02-22,2022-04-10
41,3608,2022-02-22,2022-04-10
41,4577,2022-02-22,2022-04-10
41,3525,2022-02-22,2022-04-10
41,3541,2022-02-22,2022-04-10
41,3544,2022-02-22,2022-04-10
41,3563,2022-02-22,2022-04-10
41,3561,2022-02-22,2022-04-10
41,3546,2022-02-22,2022-04-10
41,3538,2022-02-22,2022-04-10
41,3517,2022-02-22,2022-04-10
41,3521,2022-02-22,2022-04-10
41,3550,2022-02-22,2022-04-10
41,4588,2022-02-22,2022-04-10
41,3514,2022-02-22,2022-04-10
41,3604,2022-02-22,2022-04-10
41,4585,2022-02-22,2022-04-10
41,4603,2022-02-22,2022-04-10
41,3454,2022-02-22,2022-10-27
41,3586,2022-02-22,2022-04-10
41,3592,2022-02-22,2022-04-10
41,4598,2022-02-22,2022-04-10
41,3585,2022-02-22,2022-04-10
41,3621,2022-02-22,2022-04-10
41,3636,2022-02-22,2022-04-10
41,4599,2022-02-22,2022-04-10
41,3632,2022-02-22,2022-04-10
41,3602,2022-02-22,2022-04-10
41,3649,2022-02-22,2022-04-10
41,3613,2022-02-22,2022-04-10
41,8630,2022-02-22,2022-04-10
41,3616,2022-02-22,2022-04-10
41,3635,2022-02-22,2022-04-10
41,1257,2022-02-22,2022-04-10
41,3661,2022-02-22,2022-04-10
41,3631,2022-02-22,2022-04-10
41,3638,2022-02-22,2022-04-10
41,3637,2022-02-22,2022-04-10
41,9849,2022-02-22,2022-04-10
41,3633,2022-02-22,2022-04-10
41,4605,2022-02-22,2022-04-10
41,1180,2022-02-22,2022-04-10
41,10717,2022-02-22,2022-04-10
41,4617,2022-02-22,2022-04-10
41,3669,2022-02-22,2022-04-10
41,3683,2022-02-22,2022-04-10
41,9504,2022-02-22,2022-04-10
41,3671,2022-02-22,2022-04-10
41,3696,2022-02-22,2022-04-10
41,3695,2022-02-22,2022-04-10
41,3663,2022-02-22,2022-04-10
41,3687,2022-02-22,2022-04-10
41,3712,2022-02-22,2022-04-10
41,3700,2022-02-22,2022-04-10
41,3713,2022-02-22,2022-04-10
41,4623,2022-02-22,2022-04-10
41,9214,2022-02-22,2022-04-10
41,8762,2022-02-22,2022-04-10
41,4622,2022-02-22,2022-04-10
41,3728,2022-02-22,2022-04-10
41,4628,2022-02-22,2022-04-10
41,4621,2022-02-22,2022-04-10
41,4631,2022-02-22,2022-04-10
41,3745,2022-02-22,2022-04-10
41,3688,2022-02-22,2022-04-10
41,3783,2022-02-22,2022-04-10
41,3753,2022-02-22,2022-04-10
41,3765,2022-02-22,2022-04-10
41,3778,2022-02-22,2022-04-10
41,3776,2022-02-22,2022-04-10
41,3747,2022-02-22,2022-04-10
41,10769,2022-02-22,2022-04-10
41,10763,2022-02-22,2022-04-10
41,17290,2023-05-24,2023-06-23
71,15211,2023-05-25,2023-11-25
81,3644,2024-12-31,2025-12-31
71,8306,2023-05-26,2023-11-26
71,16934,2023-05-28,2023-11-28
71,21605,2024-08-28,2025-02-28
71,6622,2023-05-29,2023-11-29
48,10740,2021-11-15,2021-12-15
32,14259,2024-10-17,2025-10-17
41,17375,2023-05-31,2023-06-30
71,15287,2023-05-31,2023-12-01
25,14028,2023-05-31,2025-05-31
71,17246,2023-06-01,2023-07-01
29,12820,2023-06-01,2024-06-01
71,7857,2024-06-13,2025-02-13
99,20072,2024-07-03,2024-08-03
71,12032,2023-06-03,2023-12-03
41,3436,2022-02-22,2022-04-10
71,7623,2023-06-04,2024-06-04
71,13645,2023-06-05,2023-12-05
102,14645,2023-06-14,2024-05-25
41,10809,2022-02-22,2022-04-10
41,3530,2022-02-22,2022-04-10
100,17208,2024-12-12,2024-12-18
71,15365,2024-11-22,2025-11-22
41,4562,2022-02-22,2022-04-10
71,3644,2024-05-23,2024-11-23
71,5731,2023-01-21,2024-01-02
71,12710,2023-05-26,2025-05-26
28,14155,2023-05-17,2023-11-17
24,16529,2023-05-19,2023-11-19
41,4725,2022-02-22,2022-04-10
71,15787,2023-03-13,2024-03-13
71,9585,2023-05-10,2024-05-10
71,12278,2023-03-26,2023-09-26
81,17292,2023-05-24,2024-05-24
41,4078,2022-02-22,2022-04-10
41,4066,2022-02-22,2022-04-10
41,4683,2022-02-22,2022-04-10
41,4047,2022-02-22,2022-04-10
41,4042,2022-02-22,2022-04-10
41,4116,2022-02-22,2022-04-10
41,4051,2022-02-22,2022-04-10
41,1327,2022-02-22,2022-04-10
41,4061,2022-02-22,2022-04-10
41,4063,2022-02-22,2022-04-10
41,4053,2022-02-22,2022-04-10
41,4689,2022-02-22,2022-04-10
41,9639,2022-02-22,2022-04-10
71,3146,2024-11-25,2025-05-25
41,4038,2022-02-22,2022-04-10
41,4112,2022-02-22,2022-04-10
41,9369,2022-02-22,2022-04-10
41,4706,2022-02-22,2022-04-10
41,4698,2022-02-22,2022-04-10
41,4113,2022-02-22,2022-04-10
41,4697,2022-02-22,2022-04-10
41,4699,2022-02-22,2022-04-10
41,4082,2022-02-22,2022-04-10
41,4731,2022-02-22,2022-04-10
41,4732,2022-02-22,2022-04-10
41,4733,2022-02-22,2022-04-10
41,4745,2022-02-22,2022-04-10
41,4728,2022-02-22,2022-04-10
41,4752,2022-02-22,2022-04-10
41,4740,2022-02-22,2022-04-10
41,4711,2022-02-22,2022-10-22
41,4747,2022-02-22,2022-04-10
41,4730,2022-02-22,2022-04-10
41,4714,2022-02-22,2022-04-10
41,1559,2022-02-22,2022-04-10
41,4739,2022-02-22,2022-04-10
41,4778,2022-02-22,2022-04-10
41,1417,2022-02-22,2022-04-10
41,1421,2022-02-22,2022-04-10
41,1404,2022-02-22,2022-04-10
41,1409,2022-02-22,2022-04-10
41,1413,2022-02-22,2022-04-10
41,1411,2022-02-22,2022-04-10
41,4760,2022-02-22,2022-04-10
41,4789,2022-02-22,2022-04-10
41,1393,2022-02-22,2022-04-10
41,4759,2022-02-22,2022-04-10
41,1410,2022-02-22,2022-04-10
41,4761,2022-02-22,2022-04-10
41,4807,2022-02-22,2022-04-10
41,4785,2022-02-22,2022-04-10
41,1422,2022-02-22,2022-04-10
41,4792,2022-02-22,2022-04-10
41,1430,2022-02-22,2022-04-10
41,4813,2022-02-22,2022-04-10
41,4804,2022-02-22,2022-04-10
41,1420,2022-02-22,2022-04-10
41,4799,2022-02-22,2022-04-10
41,1414,2022-02-22,2022-04-10
41,1427,2022-02-22,2022-04-10
41,4784,2022-02-22,2022-04-10
41,4853,2022-02-22,2022-04-10
41,4861,2022-02-22,2022-04-10
41,4830,2022-02-22,2022-04-10
41,4834,2022-02-22,2022-04-10
41,4838,2022-02-22,2022-04-10
41,4839,2022-02-22,2022-04-10
41,4846,2022-02-22,2022-04-10
41,4847,2022-02-22,2022-04-10
41,4842,2022-02-22,2022-04-10
71,9840,2023-05-25,2024-04-25
41,4868,2022-02-22,2022-04-10
41,4848,2022-02-22,2022-04-10
41,4849,2022-02-22,2022-04-10
41,4875,2022-02-22,2022-04-10
41,4836,2022-02-22,2022-04-10
41,4865,2022-02-22,2022-04-10
41,4867,2022-02-22,2022-04-10
41,4850,2022-02-22,2022-04-10
41,4852,2022-02-22,2022-04-10
41,4854,2022-02-22,2022-04-10
41,4860,2022-02-22,2022-04-10
41,4870,2022-02-22,2022-04-10
41,4855,2022-02-22,2022-04-10
41,4863,2022-02-22,2022-04-10
41,4877,2022-02-22,2022-04-10
41,4916,2022-02-22,2022-04-10
41,4893,2022-02-22,2022-04-10
41,4894,2022-02-22,2022-04-10
41,4901,2022-02-22,2022-04-10
41,4908,2022-02-22,2022-04-10
41,4888,2022-02-22,2022-04-10
41,4892,2022-02-22,2022-04-10
41,4878,2022-02-22,2022-04-10
41,4895,2022-02-22,2022-04-10
41,4922,2022-02-22,2022-04-10
41,4925,2022-02-22,2022-04-10
41,5046,2022-02-22,2022-04-10
41,1542,2022-02-22,2022-04-10
41,5341,2022-02-22,2022-04-10
41,1549,2022-02-22,2022-04-10
41,4105,2022-02-22,2022-04-10
41,10597,2022-02-22,2022-04-10
41,10736,2022-02-22,2022-04-10
41,10792,2022-02-22,2022-04-10
41,4048,2022-02-22,2022-04-10
41,4070,2022-02-22,2022-04-10
28,15088,2023-05-28,2024-05-28
71,109,2023-05-29,2024-11-29
71,16237,2023-05-02,2023-11-02
71,17812,2023-07-24,2024-01-24
71,16956,2023-05-29,2023-11-29
32,10625,2023-05-30,2024-05-30
81,2500,2023-05-30,2023-11-30
41,17380,2023-05-31,2023-06-30
71,17382,2023-05-31,2023-12-01
71,13624,2023-06-01,2023-12-01
36,17397,2023-06-05,2023-12-05
71,4153,2024-12-03,2025-06-03
